probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg00500176,cg00500176_BC21_T1_ICAM1,ICAM1,24,"Immune, inflammation & HLA",cg00500176,ICAM1,-1,higher methylation -> LOWER expression,,smr_high,A,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,-1,-1,-1,S1,1.875e-21,2,6757,TRUE,,2,0.5,ICAM1,-1,0.6537,A,PREDICTED,ICAM1,1,0.4765,A,PREDICTED,,,,,UNMAPPED,,,,,,,,,,ICAM3,blood,ICAM3:-1,,TRUE,"measured association is with ICAM3, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with ICAM3, not the requested gene",0.7,0.15
cg00538717,cg00538717_BC21_T1_GRM4,GRM4,16,Glutamate & synaptic scaffolding,cg00538717,GRM4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00565882,cg00565882_BC21_T1_CYP1B1,CYP1B1,4,Sex steroids: receptors & metabolism,cg00565882,CYP1B1,1,higher methylation -> HIGHER expression,,smr_high,,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,1,1,1,S1,1.04e-62,2,14873,TRUE,,0,,ZNF37A,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg00571021,cg00571021_BC21_T1_NOS3,NOS3,6,Libido & sexual function,cg00571021,NOS3,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,5.077e-09,1,7434,TRUE,,0,,ATG9B,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ATG9B,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,KCNH2,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg00572323,cg00572323_TC21_T1_QPRT,QPRT,15,Kynurenine pathway,cg00572323,QPRT,1,higher methylation -> HIGHER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,3.227e-24,1,5977,TRUE,,1,1,SPN,,0.289,A,REQUESTED_GENE_UNAVAILABLE,QPRT,-1,0.3409,A,PREDICTED,GABBR1,,0.2414,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg00576435,cg00576435_TC21_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg00576435,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00576550,cg00576550_BC21_T1_HTR3D,HTR3D,9,Serotonin,cg00576550,HTR3D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ABCC5,,0.561,A,REQUESTED_GENE_UNAVAILABLE,ABCC5,,0.139,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,ABCC5,blood;nasal_epithelium,ABCC5:+1,,TRUE,"measured association is with ABCC5, not the requested gene - check which gene this CpG actually tracks","no catalogue holds this CpG-gene pair and no distance could be computed | measured association is with ABCC5, not the requested gene",,
cg00581583,cg00581583_TC21_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg00581583,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00584549,cg00584549_TC11_T1_HLA_G,HLA-G,24,"Immune, inflammation & HLA",cg00584549,HLA-G,,,,tissue_conflict,A,,FALSE,,,,,,,,,,2,0.5,HLA-G,-1,0.6537,A,PREDICTED,HLA-G,1,0.8509,A,PREDICTED,CDIPT,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",tissues returned opposite directions; not resolved,,
cg00601836,cg00601836_TC11_T1_ESR1,ESR1,4,Sex steroids: receptors & metabolism,cg00601836,ESR1,1,higher methylation -> HIGHER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,1.359e-40,1,83958,TRUE,,0,,RIF1,,0.0451,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg00618452,cg00618452_BC21_T1_EZH2,EZH2,20,Epigenetic machinery,cg00618452,EZH2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,EZH2,,0.2377,B,ABSTAIN,,,,,UNMAPPED,PCYOX1L,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00621837,cg00621837_TC21_T1_GABRA4,GABRA4,17,GABA & excitation-inhibition balance,cg00621837,GABRA4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SNORD67,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00629772,cg00629772_BC21_T1_PMCH,PMCH,13,Orexin / hypocretin & MCH,cg00629772,PMCH,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00664406,cg00664406_BC11_T1_GRM2,GRM2,16,Glutamate & synaptic scaffolding,cg00664406,GRM2,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.821e-100,1,5982,TRUE,,0,,IQCF4,,0.1971,B,REQUESTED_GENE_UNAVAILABLE,PARP3,,0.8793,A,REQUESTED_GENE_UNAVAILABLE,EPS15,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,PARP3,nasal_epithelium,PARP3:+1,,TRUE,"measured association is with PARP3, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with PARP3, not the requested gene",0.7,0.15
cg00668337,cg00668337_TC21_T1_NRXN2,NRXN2,25,Social-synaptic & psychiatric risk,cg00668337,NRXN2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AP003774.3,,0.298,A,REQUESTED_GENE_UNAVAILABLE,CDC42BPG,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,SYNE2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00683788,cg00683788_TC21_T1_PDYN,PDYN,12,Opioid & melanocortin,cg00683788,PDYN,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,LOC388780,,0.1239,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00688810,cg00688810_TC21_T1_SHBG,SHBG,4,Sex steroids: receptors & metabolism,cg00688810,SHBG,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SOX15,,0.298,A,REQUESTED_GENE_UNAVAILABLE,SOX15,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,TNFSF13,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00700487,cg00700487_TC21_T1_NOS3,NOS3,6,Libido & sexual function,cg00700487,NOS3,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,5.443e-09,1,6249,TRUE,,0,,ATG9B,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ATG9B,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,KCNH2,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg00704442,cg00704442_BC21_T1_SLC12A5,SLC12A5,17,GABA & excitation-inhibition balance,cg00704442,SLC12A5,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CD40,,0.289,A,REQUESTED_GENE_UNAVAILABLE,MMP9,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,PLTP,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00712841,cg00712841_TC21_T1_GDNF,GDNF,18,Neurotrophins & activity-dependent plasticity,cg00712841,GDNF,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PPP1R1B,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,TBC1D1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00712943,cg00712943_TC21_T1_SRD5A2,SRD5A2,4,Sex steroids: receptors & metabolism,cg00712943,SRD5A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,XDH,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,EHMT2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00714531,cg00714531_TC21_T1_SLC19A1,SLC19A1,22,One-carbon metabolism,cg00714531,SLC19A1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00732589,cg00732589_BC21_T1_FDX1,FDX1,3,Steroidogenesis (adrenal & gonadal),cg00732589,FDX1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00732970,cg00732970_BC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg00732970,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.5493,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00739644,cg00739644_TC21_T1_TMPRSS2,TMPRSS2,4,Sex steroids: receptors & metabolism,cg00739644,TMPRSS2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MX1,,0.058,A,REQUESTED_GENE_UNAVAILABLE,MX1,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,MX1,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00742240,cg00742240_TC21_T1_MECP2,MECP2,20,Epigenetic machinery,cg00742240,MECP2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PNMA6B,,0.1077,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00761985,cg00761985_BC11_T1_GDNF,GDNF,18,Neurotrophins & activity-dependent plasticity,cg00761985,GDNF,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PPP1R1B,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,TBC1D1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00768158,cg00768158_BC21_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg00768158,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00768195,cg00768195_BC21_T1_DHRS9,DHRS9,5,"HPG axis, puberty & KNDy",cg00768195,DHRS9,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00772020,cg00772020_TC21_T1_VGF,VGF,18,Neurotrophins & activity-dependent plasticity,cg00772020,VGF,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SERPINE1,,0.0451,A,REQUESTED_GENE_UNAVAILABLE,AP1S1,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,PLOD3,,0.1474,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00775909,cg00775909_BC21_T1_ZBTB16,ZBTB16,2,HPA axis & glucocorticoid signalling,cg00775909,ZBTB16,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,MARCKS,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00779763,cg00779763_BC21_T1_SYN1,SYN1,18,Neurotrophins & activity-dependent plasticity,cg00779763,SYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00798281,cg00798281_BC21_T1_HLA_DPA1,HLA-DPA1,24,"Immune, inflammation & HLA",cg00798281,HLA-DPA1,-1,higher methylation -> LOWER expression,0.9961,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,HLA-DPA1,,0.0451,A,ABSTAIN,HLA-DPA1,-1,0.9961,A,PREDICTED,DYNLRB1,,0.1244,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.9961,0.00195000000000001
cg00813752,cg00813752_TC21_T1_CHGA,CHGA,10,Noradrenaline & sympathetic nervous system,cg00813752,CHGA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LGMN,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,LGMN,,0.31,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00822539,cg00822539_BC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg00822539,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00831923,cg00831923_BC21_T1_SLC6A2,SLC6A2,10,Noradrenaline & sympathetic nervous system,cg00831923,SLC6A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CES1P2,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,CES1P1,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,CAPNS2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00839032,cg00839032_TC21_T1_OPRD1,OPRD1,12,Opioid & melanocortin,cg00839032,OPRD1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SUZ12P1,,0.6322,A,REQUESTED_GENE_UNAVAILABLE,EPB41,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,EPB41,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00846036,cg00846036_TC21_T1_DLG2,DLG2,16,Glutamate & synaptic scaffolding,cg00846036,DLG2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00854963,cg00854963_BC21_T1_NLGN3,NLGN3,25,Social-synaptic & psychiatric risk,cg00854963,NLGN3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00862588,cg00862588_TC21_T1_HLA_DMB,HLA-DMB,24,"Immune, inflammation & HLA",cg00862588,HLA-DMB,-1,higher methylation -> LOWER expression,1,measured,A,"~1.00 (measured, not predicted)",FALSE,-1,-1,,,,,,,-1,3,1,HLA-DMB,-1,0.3429,A,PREDICTED,HLA-DMB,-1,0.9961,A,DIRECT_eQTM,HLA-DMB,-1,0.4326,A,PREDICTED,,,,,,,,,,HLA-DMA;HLA-DMB;HLA-DOA;TAP1,nasal_epithelium,HLA-DMA:-1;HLA-DMB:-1;HLA-DOA:-1;TAP1:-1,-1,FALSE,"","",1,0
cg00879685,cg00879685_TC21_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg00879685,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00901401,cg00901401_BC21_T1_FKBP1B,FKBP1B,1,"Oxytocin, vasopressin & CICR",cg00901401,FKBP1B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF70,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,SF3B6,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,SRSF10,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00912149,cg00912149_BC21_T1_AANAT,AANAT,23,Circadian & melatonin,cg00912149,AANAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AC079325.1,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,RHBDF2,,0.5716,A,REQUESTED_GENE_UNAVAILABLE,SPHK1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00929661,cg00929661_TC21_T1_IL6R,IL6R,24,"Immune, inflammation & HLA",cg00929661,IL6R,-1,higher methylation -> LOWER expression,0.6433,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,IL6R,,0.298,A,ABSTAIN,IL6R,-1,0.6433,A,PREDICTED,RPRM,,0.1474,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.6433,0.17835
cg00943909,cg00943909_TC11_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg00943909,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00959963,cg00959963_TC21_T1_SLC18A2,SLC18A2,11,"Monoamine synthesis, transport & degradation",cg00959963,SLC18A2,-1,higher methylation -> LOWER expression,0.6744,catalogue_consensus,B,"0.64-0.84 (tier B, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,SLC18A2,-1,0.7056,A,PREDICTED,SLC18A2,-1,0.6433,B,PREDICTED,,,,,UNMAPPED,,,,,,,,,,,,,,,"","",0.6744,0.1628
cg00961617,cg00961617_BC21_T1_PPP1R1B,PPP1R1B,8,Dopamine,cg00961617,PPP1R1B,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.149e-24,1,5556,TRUE,,0,,PGAP3,,0.289,A,REQUESTED_GENE_UNAVAILABLE,PGAP3,,0.3889,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,IKZF3,nasal_epithelium,IKZF3:+1,,TRUE,"measured association is with IKZF3, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with IKZF3, not the requested gene",0.7,0.15
cg00972288,cg00972288_TC11_T1_SIRT1,SIRT1,20,Epigenetic machinery,cg00972288,SIRT1,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,2.649e-21,1,16939,TRUE,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg00981643,cg00981643_TC21_T1_MECP2,MECP2,20,Epigenetic machinery,cg00981643,MECP2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00992239,cg00992239_BC11_T1_MME,MME,12,Opioid & melanocortin,cg00992239,MME,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg00999867,cg00999867_BC21_T1_MAOB,MAOB,11,"Monoamine synthesis, transport & degradation",cg00999867,MAOB,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01002802,cg01002802_TC21_T1_PRKACB,PRKACB,19,GPCR signalling & second messengers,cg01002802,PRKACB,,,,no_evidence,,,FALSE,,,,,,,,,,0,,USP10,,0.289,B,REQUESTED_GENE_UNAVAILABLE,PRKACB,,0.1453,B,ABSTAIN,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01006609,cg01006609_BC11_T1_ASPA,ASPA,28,"Ageing, epigenetic clocks & telomere",cg01006609,ASPA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SDK1,,0.0153,A,REQUESTED_GENE_UNAVAILABLE,SDK1,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,SDK1,,0.4431,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01008919,cg01008919_TC21_T1_NLGN3,NLGN3,25,Social-synaptic & psychiatric risk,cg01008919,NLGN3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01013627,cg01013627_BC21_T1_STIM1,STIM1,1,"Oxytocin, vasopressin & CICR",cg01013627,STIM1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LRRN1,,0.1971,B,REQUESTED_GENE_UNAVAILABLE,CHRNA10,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,EEF2,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01041449,cg01041449_TC21_T1_GUCY1B1,GUCY1B1,6,Libido & sexual function,cg01041449,GUCY1B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,CTSO,,0.139,B,REQUESTED_GENE_UNAVAILABLE,CTSO,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01054891,cg01054891_BC21_T1_PEG3,PEG3,21,Imprinted genes & DMRs,cg01054891,PEG3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF835,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01071966,cg01071966_TC21_T1_CRHBP,CRHBP,2,HPA axis & glucocorticoid signalling,cg01071966,CRHBP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,S100Z,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01083397,cg01083397_TC11_T1_MECP2,MECP2,20,Epigenetic machinery,cg01083397,MECP2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01086868,cg01086868_BC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg01086868,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01102073,cg01102073_BC11_T1_GATA2,GATA2,4,Sex steroids: receptors & metabolism,cg01102073,GATA2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg01133446,cg01133446_BC21_T1_ADORA1,ADORA1,8,Dopamine,cg01133446,ADORA1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ADORA1,,0.298,A,ABSTAIN,CHI3L1,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CHI3L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
